sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO76321,BK-R50B-62,26733,20140319,20140329,20140403,159,1,159
SO76322,BK-M82S-44,11777,20140322,20140329,20140403,477,3,159
SO76323,BK-R93R-62,17223,20140203,20140211,20140216,3578,1,3578
SO76324,LJ-0192-S,15234,20140130,20140204,20140209,6800,2,3400
SO76325,BK-R93R-48,24650,20140322,20140329,20140403,22,1,22
SO76326,FE-6654,21157,20140131,20140208,20140213,7156,2,3578
SO76327,BK-R93R-62,27476,20140129,20140206,20140211,3375,1,3375
SO76328,BK-M82B-48,28230,20140202,20140208,20140213,1376,4,344
SO76329,BK-R50B-62,19700,20140314,20140324,20140329,477,3,159
SO76330,BK-R50B-62,15867,20140309,20140317,20140322,1398,2,699
SO76331,BK-M82B-48,26205,20140203,20140213,20140218,27,3,9
SO76332,BK-R93R-48,13748,20140311,20140319,20140324,10734,3,3578
SO76333,BK-M82S-44,17029,20140308,20140315,20140320,2097,3,699
SO76334,SO-B909-M,17928,20140319,20140324,20140329,10125,3,3375
SO76335,ST-1401,16784,20140328,20140407,20140412,3375,1,3375
SO76336,LJ-0192-S,12468,20140329,20140404,20140409,6750,2,3375
SO76337,CA-1098,27727,20140211,20140219,20140224,318,2,159
SO76338,CA-1098,11243,20140303,20140308,20140313,6750,2,3375
SO76339,HL-U509,20993,20140203,20140213,20140218,22,1,22
SO76340,HL-U509,20812,20140311,20140317,20140322,477,3,159
SO76341,ST-1401,25646,20140307,20140312,20140317,10734,3,3578
SO76342,FE-6654,19220,20140130,20140205,20140210,14312,4,3578
SO76343,FE-6654,29137,20140305,20140312,20140317,636,4,159
SO76344,BK-R50B-62,13118,20140310,20140316,20140321,1032,3,344
SO76345,SO-B909-M,14043,20140304,20140309,20140314,44,2,22
SO76346,CA-1098,13263,20140220,20140228,20140305,3375,1,3375
SO76347,CA-1098,27819,20140306,20140314,20140319,318,2,159
SO76348,BK-M82S-44,13735,20140201,20140207,20140212,3375,1,3375
SO76349,FE-6654,19093,20140307,20140316,20140321,66,3,22
SO76350,BK-R93R-48,29005,20140301,20140307,20140312,27,3,9
SO76351,CA-1098,28260,20140218,20140226,20140303,2796,4,699
SO76352,LJ-0192-S,15529,20140227,20140307,20140312,66,3,22
SO76353,FE-6654,26017,20140306,20140316,20140321,17000,5,3400
SO76354,FE-6654,11351,20140213,20140223,20140228,344,1,344
SO76355,BK-R50B-62,16449,20140211,20140218,20140223,699,1,699
SO76356,ST-1401,25408,20140330,20140404,20140409,18,2,9
SO76357,SO-B909-M,19038,20140317,20140325,20140330,10200,3,3400
SO76358,ST-1401,19565,20140313,20140320,20140325,636,4,159
SO76359,FE-6654,17226,20140217,20140225,20140302,110,5,22
SO76360,CA-1098,18874,20140211,20140220,20140225,699,1,699
SO76361,BK-M82B-48,21197,20140307,20140314,20140319,1398,2,699
SO76362,BK-M82S-44,15520,20140209,20140219,20140224,10200,3,3400
SO76363,BK-R93R-48,15292,20140302,20140311,20140316,18,2,9
SO76364,CA-1098,20999,20140309,20140314,20140319,9,1,9
SO76365,ST-1401,15489,20140317,20140324,20140329,22,1,22
SO76366,BK-R93R-48,16528,20140314,20140321,20140326,3400,1,3400
SO76367,BK-M82S-44,28695,20140317,20140327,20140401,3495,5,699
SO76368,BK-R93R-48,22222,20140320,20140329,20140403,1398,2,699
SO76369,FE-6654,26378,20140324,20140330,20140404,88,4,22
SO76370,BK-R93R-62,16073,20140212,20140219,20140224,36,4,9
SO76371,LJ-0192-S,20353,20140222,20140301,20140306,795,5,159
SO76372,SO-B909-M,11735,20140321,20140328,20140402,14312,4,3578
SO76373,SO-B909-M,19749,20140214,20140224,20140301,688,2,344
SO76374,BK-M82B-48,26556,20140227,20140309,20140314,17890,5,3578
SO76375,ST-1401,25480,20140307,20140314,20140319,795,5,159
SO76376,BK-R50B-62,28406,20140207,20140215,20140220,27,3,9
SO76377,BK-M82B-48,11221,20140206,20140211,20140216,45,5,9
SO76378,FE-6654,14439,20140315,20140320,20140325,1376,4,344
SO76379,HL-U509,25052,20140201,20140207,20140212,3375,1,3375
SO76380,BK-R93R-48,22878,20140309,20140319,20140324,10734,3,3578
SO76381,BK-R50B-62,28962,20140223,20140301,20140306,45,5,9
SO76382,FE-6654,13737,20140321,20140331,20140405,88,4,22
SO76383,SO-B909-M,11609,20140224,20140305,20140310,16875,5,3375
SO76384,ST-1401,14705,20140201,20140209,20140214,44,2,22
SO76385,BK-M82B-48,21816,20140330,20140405,20140410,88,4,22
SO76386,HL-U509,20698,20140226,20140308,20140313,22,1,22
SO76387,HL-U509,26884,20140130,20140207,20140212,2796,4,699
SO76388,BK-R50B-62,13070,20140213,20140222,20140227,10734,3,3578
SO76389,HL-U509,17928,20140309,20140316,20140321,10200,3,3400
SO76390,BK-M82S-44,19959,20140221,20140227,20140304,636,4,159
SO76391,BK-R93R-48,19344,20140307,20140317,20140322,688,2,344
SO76392,BK-R93R-48,17325,20140325,20140330,20140404,2796,4,699
SO76393,BK-M82B-48,15973,20140225,20140305,20140310,699,1,699
SO76394,BK-R50B-62,19775,20140301,20140308,20140313,10734,3,3578
SO76395,BK-M82B-48,12332,20140314,20140322,20140327,636,4,159
SO76396,BK-M82B-48,26559,20140321,20140327,20140401,13600,4,3400
SO76397,BK-R50B-62,11787,20140217,20140225,20140302,1398,2,699
SO76398,SO-B909-M,12071,20140211,20140217,20140222,477,3,159
SO76399,LJ-0192-S,14098,20140303,20140308,20140313,2097,3,699
SO76400,BK-M82B-48,24791,20140215,20140221,20140226,44,2,22
SO76401,ST-1401,13596,20140311,20140320,20140325,18,2,9
SO76402,BK-R93R-48,28403,20140215,20140223,20140228,27,3,9
SO76403,FE-6654,21797,20140210,20140219,20140224,88,4,22
SO76404,BK-M82S-44,16668,20140323,20140329,20140403,88,4,22
SO76405,FE-6654,26679,20140131,20140205,20140210,9,1,9
SO76406,CA-1098,25220,20140207,20140214,20140219,1720,5,344
SO76407,BK-R50B-62,11631,20140222,20140301,20140306,1376,4,344
SO76408,BK-M82S-44,15385,20140304,20140313,20140318,1032,3,344
SO76409,BK-M82S-44,20889,20140302,20140309,20140314,13500,4,3375
SO76410,BK-M82B-48,17912,20140307,20140317,20140322,6800,2,3400
SO76411,CA-1098,19050,20140305,20140314,20140319,344,1,344
SO76412,BK-M82S-44,17353,20140316,20140323,20140328,10125,3,3375
SO76413,BK-R50B-62,20313,20140202,20140208,20140213,1398,2,699
SO76414,BK-M82S-44,27759,20140302,20140312,20140317,1032,3,344
SO76415,BK-R50B-62,15603,20140220,20140301,20140306,27,3,9
SO76416,BK-R50B-62,14782,20140213,20140218,20140223,13600,4,3400
SO76417,SO-B909-M,18243,20140202,20140209,20140214,45,5,9
SO76418,FE-6654,28591,20140228,20140309,20140314,7156,2,3578
SO76419,BK-R93R-48,14337,20140210,20140217,20140222,699,1,699
SO76420,BK-R50B-62,16002,20140330,20140409,20140414,22,1,22
SO76421,LJ-0192-S,26908,20140224,20140301,20140306,636,4,159
SO76422,ST-1401,21576,20140222,20140303,20140308,17890,5,3578
SO76423,LJ-0192-S,23000,20140318,20140325,20140330,3375,1,3375
SO76424,FE-6654,17228,20140314,20140324,20140329,10734,3,3578
SO76425,LJ-0192-S,26335,20140205,20140214,20140219,3400,1,3400
SO76426,HL-U509,12451,20140213,20140221,20140226,2097,3,699
SO76427,CA-1098,23825,20140218,20140228,20140305,688,2,344
SO76428,BK-R93R-62,12798,20140214,20140223,20140228,3578,1,3578
SO76429,BK-R50B-62,12103,20140309,20140317,20140322,688,2,344
SO76430,BK-R93R-48,24911,20140328,20140405,20140410,1376,4,344
SO76431,BK-R93R-48,15710,20140326,20140402,20140407,3375,1,3375
SO76432,ST-1401,15009,20140323,20140401,20140406,45,5,9
SO76433,BK-R93R-62,16908,20140228,20140307,20140312,18,2,9
SO76434,ST-1401,15024,20140204,20140214,20140219,699,1,699
SO76435,LJ-0192-S,11411,20140324,20140401,20140406,13500,4,3375
SO76436,BK-M82S-44,20924,20140129,20140208,20140213,344,1,344
SO76437,BK-R93R-62,19137,20140321,20140330,20140404,9,1,9
SO76438,BK-R93R-62,25808,20140328,20140405,20140410,17000,5,3400
SO76439,BK-M82S-44,24805,20140203,20140210,20140215,1376,4,344
SO76440,BK-R93R-48,27161,20140312,20140317,20140322,699,1,699
SO76441,HL-U509,13073,20140301,20140309,20140314,13600,4,3400
SO76442,LJ-0192-S,17229,20140217,20140226,20140303,3495,5,699
SO76443,BK-R50B-62,13690,20140211,20140217,20140222,88,4,22
SO76444,BK-R93R-62,17336,20140226,20140303,20140308,66,3,22
SO76445,BK-R50B-62,14784,20140130,20140205,20140210,14312,4,3578
SO76446,CA-1098,16133,20140219,20140226,20140303,477,3,159
SO76447,BK-R50B-62,16707,20140226,20140308,20140313,1720,5,344
SO76448,BK-R93R-48,16213,20140305,20140314,20140319,2097,3,699
SO76449,BK-R93R-48,15244,20140217,20140226,20140303,795,5,159
SO76450,BK-R93R-48,25237,20140322,20140331,20140405,66,3,22
SO76451,ST-1401,24807,20140304,20140311,20140316,2097,3,699
SO76452,HL-U509,16234,20140202,20140209,20140214,17890,5,3578
SO76453,FE-6654,25762,20140214,20140219,20140224,2796,4,699
SO76454,CA-1098,25285,20140214,20140224,20140301,3400,1,3400
SO76455,FE-6654,21310,20140227,20140309,20140314,66,3,22
SO76456,BK-M82B-48,28085,20140305,20140310,20140315,10734,3,3578
SO76457,LJ-0192-S,25058,20140305,20140311,20140316,688,2,344
SO76458,BK-M82S-44,18313,20140326,20140404,20140409,1720,5,344
SO76459,SO-B909-M,24045,20140305,20140313,20140318,88,4,22
SO76460,FE-6654,28351,20140325,20140403,20140408,13600,4,3400
SO76461,HL-U509,21594,20140204,20140211,20140216,13600,4,3400
SO76462,BK-M82B-48,21130,20140312,20140320,20140325,17000,5,3400
SO76463,BK-R93R-62,24466,20140213,20140222,20140227,1032,3,344
SO76464,LJ-0192-S,17776,20140310,20140316,20140321,88,4,22
SO76465,ST-1401,12906,20140204,20140209,20140214,17890,5,3578
SO76466,BK-R93R-62,12526,20140304,20140309,20140314,1720,5,344
SO76467,HL-U509,26793,20140301,20140309,20140314,16875,5,3375
SO76468,BK-R93R-48,18431,20140221,20140303,20140308,13500,4,3375
SO76469,FE-6654,16653,20140214,20140221,20140226,2097,3,699
SO76470,FE-6654,23269,20140323,20140401,20140406,688,2,344
SO76471,HL-U509,16404,20140316,20140326,20140331,18,2,9
SO76472,BK-M82B-48,27920,20140223,20140228,20140305,1398,2,699
SO76473,BK-M82S-44,27792,20140324,20140402,20140407,9,1,9
SO76474,SO-B909-M,27916,20140207,20140215,20140220,18,2,9
SO76475,BK-R50B-62,28806,20140322,20140331,20140405,2097,3,699
SO76476,FE-6654,12043,20140304,20140314,20140319,477,3,159
SO76477,SO-B909-M,18516,20140225,20140306,20140311,9,1,9
SO76478,ST-1401,20424,20140218,20140224,20140301,1032,3,344
SO76479,BK-M82S-44,15131,20140228,20140306,20140311,1398,2,699
SO76480,BK-R93R-48,21178,20140309,20140318,20140323,10125,3,3375
SO76481,ST-1401,19294,20140131,20140210,20140215,10734,3,3578
SO76482,LJ-0192-S,26044,20140319,20140327,20140401,10734,3,3578
SO76483,LJ-0192-S,25160,20140315,20140322,20140327,13500,4,3375
SO76484,FE-6654,23250,20140323,20140402,20140407,699,1,699
SO76485,BK-R93R-62,26105,20140318,20140323,20140328,1376,4,344
SO76486,FE-6654,16641,20140202,20140208,20140213,1720,5,344
SO76487,CA-1098,12870,20140209,20140217,20140222,10125,3,3375
SO76488,BK-R93R-62,28194,20140305,20140310,20140315,3495,5,699
SO76489,BK-M82S-44,21669,20140228,20140308,20140313,13600,4,3400
SO76490,FE-6654,27005,20140201,20140209,20140214,7156,2,3578
SO76491,LJ-0192-S,13079,20140205,20140212,20140217,45,5,9
SO76492,LJ-0192-S,14280,20140301,20140307,20140312,13500,4,3375
SO76493,BK-M82B-48,25850,20140215,20140220,20140225,318,2,159
SO76494,LJ-0192-S,19944,20140217,20140222,20140227,1376,4,344
SO76495,BK-M82B-48,18521,20140213,20140220,20140225,2097,3,699
SO76496,SO-B909-M,13533,20140221,20140227,20140304,1032,3,344
SO76497,BK-R93R-48,21285,20140208,20140216,20140221,110,5,22
SO76498,SO-B909-M,20612,20140206,20140214,20140219,9,1,9
SO76499,BK-M82B-48,14101,20140206,20140216,20140221,1376,4,344
SO76500,BK-R50B-62,22649,20140301,20140311,20140316,1376,4,344
SO76501,CA-1098,12923,20140129,20140208,20140213,13500,4,3375
SO76502,FE-6654,14855,20140129,20140207,20140212,9,1,9
SO76503,LJ-0192-S,26752,20140219,20140228,20140305,1032,3,344
SO76504,CA-1098,20300,20140315,20140322,20140327,10125,3,3375
SO76505,CA-1098,28853,20140314,20140319,20140324,14312,4,3578
SO76506,BK-M82B-48,25042,20140213,20140218,20140223,13600,4,3400
SO76507,BK-R50B-62,22283,20140225,20140305,20140310,3375,1,3375
SO76508,FE-6654,22026,20140321,20140329,20140403,88,4,22
SO76509,CA-1098,19777,20140313,20140322,20140327,795,5,159
SO76510,SO-B909-M,16843,20140224,20140301,20140306,110,5,22
SO76511,BK-R93R-62,27037,20140328,20140406,20140411,16875,5,3375
SO76512,LJ-0192-S,22464,20140213,20140220,20140225,27,3,9
SO76513,LJ-0192-S,28026,20140306,20140314,20140319,1398,2,699
SO76514,BK-R93R-62,12837,20140301,20140311,20140316,477,3,159
SO76515,BK-R93R-62,16165,20140307,20140314,20140319,10200,3,3400
SO76516,LJ-0192-S,19296,20140313,20140318,20140323,13500,4,3375
SO76517,BK-M82B-48,27668,20140321,20140331,20140405,3578,1,3578
SO76518,BK-M82B-48,17974,20140325,20140404,20140409,18,2,9
SO76519,BK-R93R-48,20794,20140323,20140329,20140403,36,4,9
SO76520,SO-B909-M,14461,20140208,20140218,20140223,688,2,344
SO76521,BK-M82S-44,12582,20140316,20140323,20140328,9,1,9
SO76522,BK-M82S-44,28164,20140326,20140402,20140407,318,2,159
SO76523,SO-B909-M,24274,20140203,20140211,20140216,14312,4,3578
SO76524,BK-R50B-62,19462,20140325,20140330,20140404,22,1,22
SO76525,BK-M82S-44,14786,20140226,20140304,20140309,18,2,9
SO76526,LJ-0192-S,20696,20140326,20140404,20140409,14312,4,3578
SO76527,SO-B909-M,24748,20140221,20140303,20140308,1398,2,699
SO76528,BK-R93R-48,20266,20140301,20140307,20140312,3400,1,3400
SO76529,BK-R93R-62,20212,20140329,20140405,20140410,110,5,22
SO76530,SO-B909-M,17713,20140207,20140212,20140217,10734,3,3578
SO76531,BK-M82S-44,21492,20140221,20140227,20140304,45,5,9
SO76532,BK-R93R-48,13949,20140217,20140226,20140303,10125,3,3375
SO76533,BK-R93R-48,18549,20140215,20140221,20140226,9,1,9
SO76534,BK-R93R-62,28071,20140202,20140209,20140214,318,2,159
SO76535,BK-R50B-62,15545,20140325,20140404,20140409,6800,2,3400
SO76536,BK-R93R-62,14293,20140305,20140314,20140319,17000,5,3400
SO76537,SO-B909-M,17062,20140205,20140212,20140217,159,1,159
SO76538,BK-M82B-48,17380,20140209,20140218,20140223,13600,4,3400
SO76539,BK-R93R-48,24376,20140223,20140301,20140306,7156,2,3578
SO76540,BK-M82S-44,12689,20140130,20140204,20140209,14312,4,3578
SO76541,ST-1401,13631,20140224,20140301,20140306,3578,1,3578
SO76542,BK-R50B-62,15620,20140206,20140214,20140219,3400,1,3400
SO76543,CA-1098,26472,20140222,20140228,20140305,10734,3,3578
SO76544,BK-R50B-62,11938,20140203,20140212,20140217,88,4,22
SO76545,BK-M82S-44,20344,20140308,20140315,20140320,45,5,9
SO76546,SO-B909-M,22331,20140130,20140208,20140213,17890,5,3578
SO76547,BK-R93R-62,17573,20140304,20140314,20140319,13500,4,3375
SO76548,SO-B909-M,14299,20140311,20140316,20140321,2796,4,699
SO76549,BK-M82B-48,29231,20140305,20140310,20140315,699,1,699
SO76550,HL-U509,14066,20140329,20140408,20140413,159,1,159
SO76551,CA-1098,27653,20140209,20140214,20140219,13500,4,3375
SO76552,FE-6654,28058,20140316,20140326,20140331,18,2,9
SO76553,FE-6654,24609,20140307,20140312,20140317,13600,4,3400
SO76554,BK-M82B-48,26305,20140202,20140207,20140212,6750,2,3375
SO76555,ST-1401,27240,20140329,20140405,20140410,344,1,344
SO76556,BK-R50B-62,24563,20140131,20140206,20140211,636,4,159
SO76557,BK-R93R-48,28765,20140216,20140224,20140301,1376,4,344
SO76558,CA-1098,25607,20140315,20140320,20140325,14312,4,3578
SO76559,BK-R93R-62,14064,20140323,20140402,20140407,66,3,22
SO76560,BK-R50B-62,21378,20140207,20140216,20140221,44,2,22
SO76561,BK-M82B-48,15588,20140215,20140224,20140301,6750,2,3375
SO76562,BK-R50B-62,21582,20140324,20140402,20140407,14312,4,3578
SO76563,BK-R50B-62,13231,20140226,20140303,20140308,1720,5,344
SO76564,FE-6654,22797,20140216,20140225,20140302,13600,4,3400
SO76565,HL-U509,13944,20140222,20140303,20140308,344,1,344
SO76566,BK-R50B-62,19700,20140330,20140404,20140409,14312,4,3578
SO76567,BK-M82B-48,27557,20140216,20140224,20140301,17000,5,3400
SO76568,HL-U509,16479,20140205,20140215,20140220,688,2,344
SO76569,ST-1401,23655,20140215,20140224,20140301,17000,5,3400
SO76570,FE-6654,24680,20140225,20140303,20140308,22,1,22
SO76571,BK-R93R-48,13012,20140315,20140320,20140325,44,2,22
SO76572,FE-6654,19125,20140306,20140315,20140320,13500,4,3375
SO76573,BK-R93R-62,25218,20140303,20140313,20140318,6800,2,3400
SO76574,ST-1401,26950,20140321,20140326,20140331,688,2,344
SO76575,BK-R50B-62,18738,20140329,20140403,20140408,6750,2,3375
SO76576,BK-R93R-62,14194,20140210,20140218,20140223,318,2,159
SO76577,BK-M82B-48,17152,20140322,20140331,20140405,6750,2,3375
SO76578,BK-R93R-48,17928,20140220,20140227,20140304,13600,4,3400
SO76579,FE-6654,13796,20140315,20140325,20140330,27,3,9
SO76580,BK-R93R-48,18552,20140129,20140208,20140213,88,4,22
SO76581,BK-M82B-48,12427,20140215,20140223,20140228,3375,1,3375
SO76582,HL-U509,27265,20140212,20140218,20140223,2097,3,699
SO76583,SO-B909-M,28671,20140218,20140225,20140302,688,2,344
SO76584,CA-1098,23618,20140319,20140329,20140403,22,1,22
SO76585,SO-B909-M,11964,20140314,20140323,20140328,6750,2,3375
SO76586,ST-1401,20764,20140224,20140305,20140310,22,1,22
SO76587,ST-1401,12782,20140302,20140312,20140317,13600,4,3400
SO76588,FE-6654,18844,20140323,20140331,20140405,3578,1,3578
SO76589,HL-U509,18074,20140307,20140317,20140322,17890,5,3578
SO76590,ST-1401,19588,20140212,20140220,20140225,27,3,9
SO76591,SO-B909-M,13509,20140305,20140314,20140319,477,3,159
SO76592,BK-R93R-62,18392,20140324,20140401,20140406,27,3,9
SO76593,BK-M82B-48,21119,20140302,20140309,20140314,22,1,22
SO76594,SO-B909-M,17051,20140209,20140217,20140222,36,4,9
SO76595,BK-R93R-48,15855,20140129,20140207,20140212,88,4,22
SO76596,LJ-0192-S,11954,20140325,20140401,20140406,10200,3,3400
SO76597,SO-B909-M,24683,20140224,20140301,20140306,16875,5,3375
SO76598,LJ-0192-S,15927,20140316,20140322,20140327,6800,2,3400
SO76599,BK-R93R-48,14018,20140214,20140220,20140225,7156,2,3578
SO76600,BK-R93R-48,14224,20140219,20140226,20140303,88,4,22
SO76601,CA-1098,14044,20140129,20140207,20140212,27,3,9
SO76602,CA-1098,20937,20140208,20140213,20140218,66,3,22
SO76603,BK-M82B-48,17277,20140311,20140319,20140324,3400,1,3400
SO76604,SO-B909-M,26454,20140327,20140401,20140406,159,1,159
SO76605,BK-R93R-48,21478,20140209,20140217,20140222,1398,2,699
SO76606,SO-B909-M,13435,20140311,20140321,20140326,1032,3,344
SO76607,ST-1401,11665,20140317,20140322,20140327,22,1,22
SO76608,ST-1401,27073,20140218,20140225,20140302,22,1,22
SO76609,ST-1401,26543,20140222,20140302,20140307,159,1,159
SO76610,FE-6654,22739,20140217,20140224,20140301,3495,5,699
SO76611,SO-B909-M,18455,20140215,20140222,20140227,1398,2,699
SO76612,SO-B909-M,23130,20140320,20140329,20140403,13600,4,3400
SO76613,CA-1098,24959,20140205,20140210,20140215,16875,5,3375
SO76614,CA-1098,21930,20140211,20140221,20140226,44,2,22
SO76615,BK-M82B-48,13716,20140327,20140402,20140407,66,3,22
SO76616,BK-R93R-62,15340,20140131,20140209,20140214,22,1,22
SO76617,FE-6654,20090,20140228,20140305,20140310,16875,5,3375
SO76618,BK-R93R-62,12468,20140214,20140222,20140227,6750,2,3375
SO76619,HL-U509,26060,20140219,20140226,20140303,1032,3,344
SO76620,BK-R93R-48,19561,20140202,20140207,20140212,795,5,159
SO76621,BK-R93R-62,19899,20140310,20140315,20140320,1398,2,699
SO76622,BK-R93R-62,25952,20140228,20140306,20140311,1720,5,344
SO76623,LJ-0192-S,28126,20140131,20140208,20140213,6750,2,3375
SO76624,LJ-0192-S,22647,20140303,20140308,20140313,1376,4,344
SO76625,BK-M82B-48,28028,20140223,20140303,20140308,14312,4,3578
SO76626,BK-R93R-62,11407,20140227,20140307,20140312,17890,5,3578
SO76627,FE-6654,22734,20140207,20140212,20140217,3495,5,699
SO76628,FE-6654,24395,20140327,20140403,20140408,9,1,9
SO76629,BK-M82S-44,26919,20140327,20140402,20140407,688,2,344
SO76630,BK-R93R-48,19216,20140325,20140401,20140406,1376,4,344
SO76631,BK-M82B-48,26370,20140213,20140221,20140226,110,5,22
SO76632,LJ-0192-S,15989,20140315,20140323,20140328,6750,2,3375
SO76633,BK-M82B-48,24939,20140308,20140314,20140319,344,1,344
SO76634,CA-1098,15064,20140318,20140327,20140401,3495,5,699
SO76635,CA-1098,14401,20140206,20140211,20140216,795,5,159
SO76636,BK-R93R-62,20370,20140325,20140331,20140405,9,1,9
SO76637,BK-M82S-44,27990,20140209,20140215,20140220,27,3,9
SO76638,LJ-0192-S,28128,20140208,20140217,20140222,16875,5,3375
SO76639,BK-R93R-48,12710,20140211,20140219,20140224,27,3,9
SO76640,BK-M82S-44,16202,20140303,20140313,20140318,17890,5,3578
SO76641,BK-M82B-48,28998,20140224,20140305,20140310,344,1,344
SO76642,BK-M82B-48,25773,20140211,20140217,20140222,1032,3,344
SO76643,BK-M82S-44,22463,20140302,20140312,20140317,27,3,9
SO76644,BK-R93R-48,22012,20140301,20140308,20140313,22,1,22
SO76645,ST-1401,19230,20140306,20140315,20140320,18,2,9
SO76646,BK-R93R-62,18192,20140212,20140221,20140226,66,3,22
SO76647,BK-R93R-62,11601,20140213,20140219,20140224,10200,3,3400
SO76648,BK-R50B-62,25650,20140205,20140211,20140216,44,2,22
SO76649,FE-6654,16506,20140328,20140407,20140412,3578,1,3578
SO76650,BK-R93R-48,21962,20140214,20140221,20140226,10734,3,3578
SO76651,BK-R50B-62,16330,20140312,20140318,20140323,344,1,344
SO76652,BK-R93R-48,15679,20140212,20140217,20140222,14312,4,3578
SO76653,BK-M82S-44,29169,20140321,20140327,20140401,110,5,22
SO76654,FE-6654,26675,20140213,20140218,20140223,795,5,159
SO76655,BK-R93R-48,27365,20140224,20140304,20140309,14312,4,3578
SO76656,HL-U509,17292,20140228,20140308,20140313,14312,4,3578
SO76657,BK-R93R-62,17858,20140318,20140328,20140402,159,1,159
SO76658,SO-B909-M,19939,20140310,20140317,20140322,27,3,9
SO76659,BK-M82B-48,23902,20140204,20140212,20140217,110,5,22
SO76660,SO-B909-M,20358,20140324,20140402,20140407,17000,5,3400
SO76661,BK-M82B-48,25720,20140304,20140309,20140314,66,3,22
SO76662,HL-U509,24647,20140310,20140315,20140320,159,1,159
SO76663,BK-M82B-48,27700,20140206,20140214,20140219,10734,3,3578
SO76664,BK-R93R-48,28657,20140302,20140312,20140317,18,2,9
SO76665,BK-R93R-62,13429,20140316,20140324,20140329,88,4,22
SO76666,HL-U509,12944,20140304,20140309,20140314,636,4,159
SO76667,FE-6654,28234,20140214,20140224,20140301,2796,4,699
SO76668,CA-1098,25221,20140209,20140219,20140224,699,1,699
SO76669,CA-1098,16447,20140209,20140217,20140222,10125,3,3375
SO76670,BK-M82B-48,22752,20140306,20140315,20140320,2097,3,699
SO76671,BK-R50B-62,25594,20140329,20140406,20140411,636,4,159
SO76672,CA-1098,12385,20140225,20140307,20140312,1398,2,699
SO76673,HL-U509,15540,20140207,20140215,20140220,1032,3,344
SO76674,BK-M82S-44,11197,20140226,20140307,20140312,699,1,699
SO76675,SO-B909-M,27833,20140301,20140311,20140316,3578,1,3578
SO76676,BK-M82B-48,21590,20140325,20140401,20140406,318,2,159
SO76677,HL-U509,12462,20140130,20140206,20140211,159,1,159
SO76678,BK-M82B-48,14788,20140304,20140309,20140314,110,5,22
SO76679,BK-M82B-48,17775,20140303,20140313,20140318,1376,4,344
SO76680,FE-6654,23234,20140211,20140220,20140225,6800,2,3400
SO76681,BK-R93R-48,12974,20140314,20140324,20140329,17890,5,3578
SO76682,BK-R93R-62,25576,20140301,20140308,20140313,688,2,344
SO76683,BK-M82B-48,28339,20140305,20140313,20140318,636,4,159
SO76684,ST-1401,18043,20140303,20140309,20140314,17000,5,3400
SO76685,BK-R93R-62,28502,20140131,20140207,20140212,7156,2,3578
SO76686,LJ-0192-S,20820,20140129,20140207,20140212,14312,4,3578
SO76687,BK-M82B-48,29292,20140208,20140217,20140222,1376,4,344
SO76688,BK-R93R-48,11161,20140224,20140303,20140308,10200,3,3400
SO76689,ST-1401,13304,20140130,20140208,20140213,6750,2,3375
SO76690,BK-M82S-44,15885,20140320,20140329,20140403,13600,4,3400
SO76691,BK-M82S-44,29281,20140317,20140324,20140329,795,5,159
SO76692,CA-1098,15346,20140324,20140331,20140405,17000,5,3400
SO76693,FE-6654,17569,20140304,20140311,20140316,22,1,22
SO76694,CA-1098,22717,20140318,20140326,20140331,16875,5,3375
SO76695,BK-R93R-62,24740,20140308,20140317,20140322,1376,4,344
SO76696,BK-M82S-44,13504,20140217,20140224,20140301,3578,1,3578
SO76697,CA-1098,29143,20140316,20140323,20140328,636,4,159
SO76698,ST-1401,24965,20140202,20140211,20140216,477,3,159
SO76699,HL-U509,14868,20140214,20140224,20140301,9,1,9
SO76700,SO-B909-M,22894,20140302,20140309,20140314,3400,1,3400
SO76701,CA-1098,14123,20140314,20140320,20140325,1720,5,344
SO76702,HL-U509,18639,20140307,20140313,20140318,6800,2,3400
SO76703,LJ-0192-S,24532,20140305,20140315,20140320,1398,2,699
SO76704,BK-R93R-48,19134,20140305,20140315,20140320,3400,1,3400
SO76705,BK-M82B-48,25928,20140130,20140206,20140211,10734,3,3578
SO76706,SO-B909-M,14267,20140224,20140305,20140310,88,4,22
SO76707,CA-1098,26929,20140315,20140323,20140328,17890,5,3578
SO76708,BK-M82B-48,15278,20140226,20140306,20140311,27,3,9
SO76709,BK-R93R-48,21123,20140205,20140210,20140215,45,5,9
SO76710,BK-M82S-44,26895,20140302,20140310,20140315,2796,4,699
SO76711,BK-R50B-62,27121,20140221,20140226,20140303,7156,2,3578
SO76712,BK-M82B-48,21755,20140213,20140221,20140226,88,4,22
SO76713,BK-M82B-48,21260,20140225,20140303,20140308,795,5,159
SO76714,HL-U509,15134,20140311,20140319,20140324,1720,5,344
SO76715,SO-B909-M,17696,20140330,20140405,20140410,3375,1,3375
SO76716,SO-B909-M,29362,20140330,20140408,20140413,636,4,159
SO76717,BK-R50B-62,13657,20140212,20140219,20140224,1720,5,344
SO76718,BK-R50B-62,13024,20140302,20140309,20140314,10734,3,3578
SO76719,BK-M82B-48,19772,20140317,20140322,20140327,3578,1,3578
